OwnCar,OwnProperty,ChildrenCount,TotalIncome,IncomeType,EducationType,FamilyStatus,HousingType,FamilyMembers,Target,AccountLength,Age,Unemployed,YearsEmployed
0,1,0,112500.0,1.0,1.0,0.0,5.0,1,1,14,22.300267835936285,1,0.0
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,31,46.4102934422291,0,8.260271094047853
1,0,1,405000.0,4.0,1.0,4.0,5.0,3,0,19,38.785217208578686,0,6.581932949980458
0,1,1,720000.0,2.0,3.0,4.0,5.0,3,0,2,45.78331230847471,0,6.086371442515207
0,1,0,112500.0,1.0,1.0,2.0,5.0,1,0,6,64.53251232572354,1,0.0
1,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,2,42.95231452549643,0,2.0014113920281678
0,1,0,225000.0,1.0,1.0,2.0,5.0,1,0,44,56.65281056613795,1,0.0
0,1,0,121500.0,1.0,1.0,4.0,5.0,2,0,22,64.29705216195552,1,0.0
0,1,0,225000.0,3.0,1.0,4.0,0.0,2,0,39,51.007242453467526,0,4.0028227840563355
0,1,2,202500.0,3.0,3.0,4.0,5.0,4,0,14,29.361334840095854,0,8.416331900266194
0,1,0,202500.0,3.0,1.0,4.0,5.0,2,0,18,36.03909460091214,0,3.8467619778379962
0,1,0,247500.0,2.0,3.0,0.0,5.0,1,1,19,32.81110003018544,0,5.59354784393098
0,1,0,112500.0,3.0,3.0,3.0,5.0,2,1,57,30.757668369417832,0,6.929647377870441
0,1,1,225000.0,3.0,3.0,4.0,5.0,3,0,11,35.78720698385797,0,3.6797495360955637
1,1,0,225000.0,3.0,1.0,4.0,5.0,2,0,8,40.619616158864424,0,4.763961452980864
1,1,0,202500.0,1.0,3.0,4.0,5.0,2,0,18,59.47011880471112,1,0.0
0,1,0,202500.0,3.0,1.0,0.0,5.0,1,0,8,23.3625764817734,0,1.5934629687556683
0,1,0,202500.0,3.0,1.0,0.0,5.0,1,0,37,48.742991808861106,0,27.595383611835704
0,1,1,144000.0,3.0,3.0,3.0,5.0,3,0,16,36.78380581655052,0,0.33402488348486514
0,1,0,337500.0,3.0,3.0,4.0,5.0,2,0,43,36.312885489014484,0,14.426041894112743
0,1,1,112500.0,2.0,1.0,4.0,5.0,3,0,16,23.554230103445043,0,2.7515984254286026
1,1,1,202500.0,3.0,1.0,4.0,5.0,3,0,15,27.77334768910223,0,2.258774826844375
1,1,0,202500.0,2.0,1.0,3.0,5.0,2,0,26,32.91514056766434,0,4.583259466833314
1,0,0,247500.0,4.0,3.0,4.0,0.0,2,0,3,33.17797982024259,0,6.332783241807321
0,1,0,157500.0,3.0,1.0,0.0,2.0,1,0,5,55.864292808403185,0,4.75300981745677
0,1,1,76500.0,3.0,1.0,4.0,5.0,3,0,14,30.62351083424768,0,3.8467619778379962
1,1,1,135000.0,2.0,3.0,4.0,5.0,3,0,53,32.19507053195516,0,0.24914970817313714
0,1,0,112500.0,3.0,1.0,0.0,5.0,1,0,49,49.20569840975407,0,5.248571324922021
0,1,0,202500.0,1.0,1.0,2.0,5.0,1,0,39,60.39826991537808,1,0.0
0,1,0,247500.0,2.0,1.0,0.0,5.0,1,1,56,37.810521646934326,0,3.427861919041403
0,0,1,157500.0,3.0,1.0,0.0,0.0,2,0,17,40.67985015424694,0,3.9206855176256306
1,1,0,157500.0,2.0,1.0,0.0,2.0,1,0,41,27.00125738465361,0,5.845435460985141
0,1,1,315000.0,2.0,3.0,4.0,5.0,3,0,16,39.483383973239675,0,15.261104102824905
0,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,47,63.75494620351287,1,0.0
1,1,0,315000.0,1.0,3.0,4.0,5.0,2,0,10,53.06067411423514,1,0.0
0,0,0,157500.0,3.0,1.0,1.0,0.0,1,0,10,39.176738178565046,0,1.5003740668008698
0,1,0,112500.0,2.0,1.0,0.0,5.0,1,1,13,43.54096493491648,0,2.0862865673398954
1,1,0,135000.0,3.0,2.0,3.0,5.0,2,1,8,29.210749851639562,0,8.512158711102014
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,43,56.847202096690616,1,0.0
1,1,0,315000.0,3.0,1.0,0.0,5.0,1,0,50,38.50595050271429,0,14.582102700331081
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,39,64.08349526923568,0,7.16510754163846
1,1,2,157500.0,3.0,1.0,4.0,5.0,4,0,27,41.62169080931902,0,1.845350585809829
1,0,3,360000.0,2.0,1.0,4.0,5.0,5,0,60,41.785965342180425,0,4.583259466833314
0,1,0,90000.0,1.0,1.0,4.0,5.0,2,0,15,58.28734216810897,1,0.0
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,6,26.80686585410094,0,3.6797495360955637
0,0,1,202500.0,2.0,1.0,1.0,5.0,2,0,30,29.56941591505364,0,8.668219517320354
0,0,0,112500.0,4.0,1.0,4.0,5.0,2,0,26,31.11907234171293,0,10.751768175779226
0,1,2,90000.0,3.0,1.0,4.0,0.0,4,0,19,37.9118242755322,0,1.0020746504545954
1,1,0,225000.0,1.0,3.0,4.0,5.0,2,1,25,62.87333954382331,1,0.0
1,1,1,216000.0,3.0,3.0,2.0,5.0,2,0,47,35.94052988119529,0,3.5017854588290374
0,0,0,112500.0,3.0,1.0,1.0,5.0,1,0,46,33.865194949379486,0,0.5119889607513917
1,1,0,202500.0,3.0,3.0,2.0,5.0,1,0,47,32.84943075451977,0,4.098649594892157
0,1,1,180000.0,3.0,3.0,4.0,5.0,3,0,37,32.58111568417947,0,2.0014113920281678
0,1,0,135000.0,2.0,1.0,0.0,3.0,1,0,0,21.144870288144375,0,1.0020746504545954
0,1,0,261000.0,2.0,1.0,0.0,5.0,1,0,13,23.209253584436084,0,2.59279971032924
1,1,0,202500.0,3.0,1.0,4.0,5.0,2,0,16,47.2617831042274,0,4.427198660614975
0,1,0,180000.0,2.0,1.0,1.0,5.0,1,0,49,34.20743355950742,0,2.6776748856409682
0,1,0,202500.0,3.0,3.0,4.0,5.0,2,0,14,51.751953669105916,0,23.680173911972123
0,0,0,202500.0,3.0,3.0,0.0,3.0,1,0,13,53.62468334372598,0,3.583922725259742
1,1,0,180000.0,3.0,3.0,0.0,5.0,1,0,39,45.493093967086224,0,15.920940143151565
0,1,0,67500.0,3.0,1.0,0.0,5.0,1,0,12,37.29305686842089,0,2.3326983666320094
1,1,2,225000.0,2.0,3.0,4.0,5.0,4,0,5,38.60451522243114,0,9.919443875948087
1,1,1,315000.0,3.0,1.0,1.0,5.0,2,0,24,44.666245485017136,0,2.414835633062714
0,1,0,315000.0,3.0,2.0,4.0,5.0,2,1,24,36.48537374851896,0,7.085708184088779
0,1,0,126000.0,4.0,3.0,4.0,5.0,2,0,33,52.81973813270507,0,3.753673075883198
0,1,1,135000.0,2.0,1.0,3.0,5.0,3,0,45,29.473589104217815,0,6.0124479027275735
0,0,0,189000.0,4.0,1.0,4.0,5.0,2,0,28,43.12754069388193,0,7.584007600435053
0,1,0,225000.0,3.0,3.0,0.0,5.0,1,0,7,33.3887988040814,0,7.096659819612873
1,1,0,144000.0,1.0,1.0,3.0,5.0,2,0,8,58.24901144377464,1,0.0
0,1,0,270000.0,3.0,3.0,4.0,5.0,2,0,3,25.062817896888983,0,0.5119889607513917
1,1,2,315000.0,3.0,3.0,4.0,5.0,4,0,40,34.53872053411126,0,3.1650226664631487
0,0,1,135000.0,3.0,0.0,4.0,5.0,3,0,28,31.874735192875413,0,0.6790014024938242
1,0,0,202500.0,2.0,2.0,1.0,5.0,1,0,50,38.593563586907045,0,3.6797495360955637
0,1,0,135000.0,3.0,2.0,0.0,0.0,1,0,17,22.535727999704307,0,2.0014113920281678
1,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,32,50.084567160562614,0,1.4264505270132357
0,0,0,99000.0,2.0,1.0,1.0,5.0,1,0,31,41.13708093737786,0,0.5831745916580023
1,1,3,135000.0,3.0,1.0,4.0,5.0,5,0,4,35.39568601387161,0,3.5948743607838356
0,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,40,52.19823281671274,1,0.0
0,1,0,315000.0,3.0,1.0,3.0,5.0,2,0,3,25.834908201337605,0,0.643408587040519
1,1,0,225000.0,3.0,2.0,4.0,5.0,2,0,49,51.658864767151115,0,32.72896276375474
0,1,0,76500.0,1.0,1.0,4.0,5.0,2,0,10,66.56130280656194,1,0.0
0,1,0,76500.0,1.0,3.0,4.0,5.0,2,0,7,65.5893451537986,1,0.0
0,1,0,180000.0,3.0,1.0,0.0,5.0,1,0,49,62.99106962570732,0,31.72962602218117
0,0,0,157500.0,3.0,1.0,4.0,5.0,2,1,50,37.725646471622596,0,5.1417928785621045
0,1,0,99900.0,1.0,1.0,2.0,5.0,1,0,29,65.15949345947791,1,0.0
1,0,0,360000.0,3.0,1.0,4.0,5.0,2,0,45,31.321677598908668,0,6.727042120674703
0,1,0,144000.0,3.0,1.0,4.0,5.0,2,0,56,46.26518427153485,0,15.392523729114032
0,0,0,76500.0,1.0,3.0,4.0,5.0,2,0,59,57.038855718362264,1,0.0
0,1,0,157500.0,1.0,1.0,2.0,5.0,1,0,47,58.00807546224458,1,0.0
0,1,0,148500.0,3.0,1.0,4.0,5.0,2,0,24,51.17151698632893,0,13.727875129451753
0,1,0,202500.0,2.0,1.0,4.0,5.0,2,0,37,41.30956919688234,0,5.72770537910113
0,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,12,48.76215717102827,0,4.728368637527558
0,1,0,112500.0,3.0,1.0,3.0,0.0,2,0,15,22.393356737891082,0,3.0582442201032327
0,0,0,90000.0,1.0,1.0,2.0,5.0,1,0,27,57.35919105744201,1,0.0
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,5,63.36890105128856,1,0.0
0,1,0,67500.0,3.0,1.0,4.0,5.0,2,0,10,29.459899559812698,0,7.896129212871731
0,1,3,112500.0,3.0,1.0,4.0,5.0,5,0,26,35.79268280162002,0,12.391775595512293
0,1,0,247500.0,1.0,1.0,4.0,5.0,2,0,29,57.98069637343434,1,0.0
1,1,1,112500.0,3.0,1.0,4.0,5.0,3,1,15,30.880874269063888,0,1.3908577115599303
0,1,0,202500.0,2.0,1.0,1.0,5.0,1,0,19,46.01329665448069,0,7.310216712332705
0,1,2,202500.0,2.0,1.0,3.0,4.0,4,0,36,37.7612392870759,0,1.1417080033867932
0,1,0,38250.0,1.0,3.0,4.0,5.0,2,0,29,64.00957172944806,1,0.0
1,1,0,81000.0,3.0,3.0,4.0,5.0,2,0,4,34.53872053411126,0,2.308057186702798
0,1,0,81000.0,1.0,0.0,4.0,5.0,2,0,9,59.689151515193,1,0.0
0,1,0,135000.0,4.0,2.0,0.0,5.0,1,0,18,23.97860598000368,0,0.8104210287829515
1,0,1,175500.0,2.0,1.0,0.0,2.0,2,1,45,32.05817508790398,0,13.642999954140025
0,0,0,202500.0,3.0,1.0,1.0,5.0,1,0,37,46.18304700510414,0,11.392438853938721
1,1,1,180000.0,3.0,1.0,4.0,5.0,3,0,9,46.048889469934,0,12.057750712027428
0,1,0,94500.0,1.0,0.0,4.0,5.0,2,0,21,59.87259141022157,1,0.0
0,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,14,57.30990869758359,1,0.0
1,1,1,67500.0,3.0,1.0,4.0,5.0,3,0,13,41.49574700079194,0,4.64349346221583
0,1,0,382500.0,3.0,3.0,4.0,5.0,2,0,34,27.751444418054042,0,1.4757328868716584
0,1,0,81000.0,1.0,1.0,4.0,5.0,2,0,33,66.16704392769456,1,0.0
0,1,0,81000.0,3.0,1.0,3.0,5.0,2,0,31,51.54387259414813,0,27.973215037416946
1,0,0,328500.0,2.0,1.0,4.0,5.0,2,0,10,34.746801609069045,0,5.47581776204697
0,1,1,180000.0,3.0,3.0,4.0,5.0,3,0,27,33.643424330016586,0,4.476481020473398
0,0,0,112500.0,1.0,1.0,0.0,5.0,1,0,6,57.86570420043135,1,0.0
0,1,1,315000.0,3.0,3.0,4.0,5.0,3,1,49,31.21216124366773,0,4.142456136988533
0,0,0,126000.0,2.0,1.0,4.0,2.0,2,0,26,37.394359497018755,0,17.476072387572906
0,1,0,135000.0,1.0,1.0,1.0,5.0,1,0,54,59.64808288197764,1,0.0
0,0,0,153000.0,1.0,0.0,4.0,5.0,2,1,25,63.96028936958963,1,0.0
0,1,1,117000.0,4.0,1.0,4.0,5.0,3,0,44,41.29040383471518,0,5.642830203789402
0,1,1,337500.0,3.0,1.0,3.0,5.0,3,0,57,48.565027731594576,0,12.895550829620614
0,0,0,67500.0,1.0,1.0,4.0,5.0,2,0,22,58.22984608160748,1,0.0
1,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,23,47.18785956443976,0,7.39235397876341
1,1,1,315000.0,2.0,3.0,4.0,5.0,3,0,27,31.551661944914642,0,4.476481020473398
0,1,0,49500.0,1.0,1.0,3.0,5.0,2,0,3,60.5871856281687,1,0.0
1,1,2,180000.0,2.0,1.0,4.0,5.0,4,0,32,43.23158123136083,0,5.308805320304537
1,0,0,135000.0,3.0,3.0,4.0,5.0,2,0,6,52.98948848332853,0,14.475324253971165
0,0,1,135000.0,2.0,1.0,4.0,5.0,3,0,39,39.529928424217076,0,0.643408587040519
1,1,0,225000.0,3.0,1.0,4.0,5.0,2,0,16,45.755933219664485,0,6.141129620135676
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,58,56.77601646578401,1,0.0
0,1,0,90000.0,1.0,1.0,2.0,5.0,1,0,42,67.43195783072741,1,0.0
1,1,0,270000.0,3.0,1.0,1.0,5.0,1,0,4,47.573904716664074,0,3.7290318959539865
1,1,0,225000.0,2.0,3.0,0.0,5.0,1,0,33,30.67005528522508,0,3.477144278899826
1,1,2,225000.0,3.0,1.0,4.0,3.0,4,0,50,35.584601726662235,0,14.973623670317439
0,1,0,67500.0,1.0,1.0,4.0,5.0,2,0,44,53.523380715128106,1,0.0
0,1,0,112500.0,3.0,1.0,1.0,5.0,1,0,5,55.94369216595287,0,6.56002967893227
1,1,0,180000.0,2.0,1.0,4.0,5.0,2,0,40,58.04914409545993,0,4.64349346221583
0,1,0,135000.0,4.0,1.0,4.0,5.0,2,0,27,24.446788398658697,0,2.8090945119300956
0,1,1,157500.0,2.0,1.0,4.0,5.0,3,0,23,42.0269013237105,0,3.6441567206422585
0,1,0,135000.0,1.0,3.0,4.0,5.0,2,0,8,63.86172464987279,1,0.0
0,1,0,76500.0,1.0,1.0,2.0,5.0,1,0,55,68.83102926893041,1,0.0
0,1,0,81000.0,1.0,1.0,4.0,5.0,2,0,1,62.60776238236403,1,0.0
1,1,0,180000.0,2.0,1.0,4.0,5.0,2,0,24,45.725816221973226,0,6.727042120674703
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,28,42.75244717718172,0,8.895465954445303
1,1,0,189000.0,3.0,1.0,4.0,5.0,2,0,18,44.15425652426574,0,9.475902637222282
0,1,1,45000.0,2.0,1.0,4.0,5.0,3,1,55,42.75518508606274,0,2.8939696872418237
0,0,1,225000.0,4.0,3.0,3.0,5.0,3,0,21,30.880874269063888,0,4.895381079269991
1,1,1,67500.0,2.0,1.0,4.0,5.0,3,0,57,32.605756864108685,0,9.727790254276442
1,0,1,225000.0,3.0,1.0,4.0,5.0,3,0,21,28.75351906850864,0,5.1417928785621045
0,1,0,202500.0,3.0,3.0,4.0,5.0,2,0,4,52.50487861138737,0,1.8097577703565235
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,17,36.99462480038933,0,13.30897507065516
1,1,2,135000.0,3.0,1.0,4.0,5.0,4,1,56,33.665327601064774,0,11.811338912735314
0,1,2,81000.0,1.0,1.0,4.0,5.0,4,0,22,66.47095181348817,1,0.0
0,1,0,135000.0,2.0,1.0,4.0,5.0,2,0,6,46.300777086988155,0,11.644326470992882
1,1,0,900000.0,3.0,1.0,4.0,5.0,2,1,58,50.20503515132764,0,5.0569177032503765
0,1,0,90000.0,3.0,1.0,4.0,5.0,2,1,21,48.649902906906306,0,2.3901944531335024
0,1,0,180000.0,3.0,1.0,0.0,5.0,1,0,58,29.594057094982848,0,6.390279328308814
0,1,0,90000.0,3.0,1.0,4.0,5.0,2,0,13,45.81069139728495,0,8.391690720336982
0,1,0,67500.0,1.0,1.0,4.0,5.0,2,0,31,59.11692855905909,1,0.0
1,1,0,135000.0,2.0,1.0,0.0,5.0,1,0,52,24.846523095288127,0,2.308057186702798
0,1,2,157500.0,2.0,1.0,4.0,5.0,4,0,55,46.55540261292334,0,3.0582442201032327
0,1,0,81000.0,1.0,1.0,4.0,5.0,2,0,42,58.54470560292518,1,0.0
0,1,0,83250.0,1.0,1.0,4.0,5.0,2,0,5,57.192178615699575,1,0.0
1,1,2,157500.0,2.0,3.0,4.0,5.0,4,0,7,37.06033461353389,0,5.72770537910113
0,1,0,99000.0,2.0,1.0,2.0,5.0,1,1,49,59.35238872282711,0,3.392269103588098
0,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,11,54.147623940001466,0,15.058498845629167
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,15,59.25382400311026,1,0.0
1,1,1,225000.0,2.0,3.0,4.0,5.0,3,0,42,45.18371026353057,0,7.310216712332705
0,1,3,157500.0,3.0,3.0,4.0,5.0,5,0,26,38.98234664801238,0,10.727126995850014
0,1,0,108000.0,1.0,1.0,4.0,5.0,2,1,56,63.09237225430519,1,0.0
0,1,0,180000.0,3.0,3.0,0.0,5.0,1,0,17,62.23266886566381,0,36.72904763893005
0,1,0,180000.0,2.0,1.0,4.0,5.0,2,0,1,56.29140659384285,0,1.8097577703565235
1,1,0,315000.0,1.0,1.0,0.0,5.0,1,0,4,57.528941408065464,1,0.0
0,0,0,135000.0,2.0,1.0,4.0,5.0,2,0,44,56.74316155921173,0,5.0569177032503765
0,1,1,119250.0,3.0,1.0,4.0,5.0,3,0,23,43.61762638358514,0,12.057750712027428
0,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,34,49.85732072343766,0,17.05717232877631
1,1,0,83250.0,3.0,1.0,4.0,5.0,2,0,54,56.379019678035604,0,17.05717232877631
0,1,1,112500.0,3.0,1.0,4.0,5.0,3,0,12,31.40929068310142,0,2.8090945119300956
0,0,1,63000.0,3.0,1.0,0.0,2.0,2,0,7,46.04341365217195,0,12.643663212566453
0,1,0,207000.0,4.0,1.0,2.0,5.0,1,0,27,54.41867691922279,0,16.05783558720274
1,1,1,112500.0,3.0,3.0,4.0,5.0,3,0,49,43.8695140006393,0,2.642082070187663
1,1,0,180000.0,2.0,1.0,4.0,5.0,2,0,29,42.48139419796039,0,3.562019454211554
0,1,0,274500.0,2.0,1.0,4.0,5.0,2,0,3,56.01487779685948,0,18.97370854549275
0,1,0,202500.0,3.0,1.0,1.0,5.0,1,0,37,38.11169162384691,0,2.4750696284452305
0,1,0,81000.0,1.0,1.0,4.0,2.0,2,0,30,59.87532931910259,1,0.0
0,1,0,90000.0,4.0,1.0,3.0,5.0,2,0,32,43.65595710791947,0,10.05633931999926
1,1,0,90900.0,3.0,1.0,4.0,5.0,2,0,40,59.412622718209626,0,6.642166945362975
0,0,0,202500.0,2.0,3.0,0.0,5.0,1,0,15,33.558549154704856,0,5.390942586735242
0,1,1,180000.0,3.0,1.0,4.0,5.0,3,0,3,48.42265646978136,0,23.973130162241635
0,1,0,202500.0,3.0,1.0,2.0,5.0,1,0,25,48.68549572235961,0,27.310641088209263
1,1,3,270000.0,2.0,1.0,4.0,5.0,5,0,31,33.7392511408524,0,3.0582442201032327
1,1,0,180000.0,1.0,1.0,1.0,5.0,1,0,10,58.82397230878958,1,0.0
0,1,0,202500.0,1.0,1.0,4.0,5.0,2,0,47,61.676873362816046,1,0.0
0,1,0,180000.0,1.0,1.0,2.0,5.0,1,0,11,62.988331716826295,1,0.0
0,0,0,202500.0,3.0,1.0,1.0,5.0,1,0,49,39.32732316702134,0,17.391197212261176
0,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,34,63.12248925199645,1,0.0
1,1,0,225000.0,2.0,3.0,4.0,5.0,2,0,2,47.18785956443976,0,1.1417080033867932
0,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,2,55.642522189040285,0,4.728368637527558
1,1,1,360000.0,1.0,1.0,4.0,5.0,3,0,43,54.298208928457754,1,0.0
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,36,34.29230873481915,0,0.3915209699863584
1,1,0,202500.0,2.0,1.0,4.0,5.0,2,0,38,48.14612767279798,0,0.643408587040519
0,1,2,157500.0,2.0,1.0,4.0,5.0,4,0,55,29.58584336833978,0,1.9712943943369092
0,0,2,180000.0,2.0,2.0,4.0,5.0,4,1,14,37.79135628476716,0,8.895465954445303
0,1,0,270000.0,2.0,1.0,2.0,5.0,1,0,23,36.33205085118165,0,0.643408587040519
0,1,1,157500.0,3.0,1.0,4.0,5.0,3,0,46,33.59961778792021,0,6.056254444823949
1,0,2,225000.0,3.0,1.0,4.0,5.0,4,0,45,40.45534162600301,0,6.056254444823949
0,0,0,225000.0,2.0,2.0,0.0,5.0,1,0,24,28.006069943989228,0,3.3101318371573933
0,1,2,99000.0,3.0,1.0,4.0,5.0,4,0,43,38.9494917414401,0,2.8090945119300956
0,1,0,90000.0,3.0,1.0,4.0,5.0,2,0,25,44.556729129776194,0,4.142456136988533
1,1,0,117000.0,3.0,1.0,4.0,5.0,2,0,43,32.13209862769162,0,4.972042527938648
1,1,0,225000.0,2.0,3.0,4.0,5.0,2,0,11,56.57341120858827,0,10.642251820538286
0,1,1,67500.0,2.0,1.0,3.0,5.0,3,0,17,30.346982037264308,0,2.9733690447915047
1,1,0,279000.0,2.0,3.0,4.0,5.0,2,0,18,56.52686675761087,0,11.058413970453856
0,1,0,135000.0,3.0,1.0,0.0,5.0,1,0,39,41.16719793506912,0,9.141877753737417
0,1,0,117000.0,2.0,1.0,3.0,5.0,2,0,30,33.36141971527117,0,12.895550829620614
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,26,48.55133818718946,0,15.392523729114032
1,1,0,175500.0,1.0,3.0,4.0,5.0,2,1,37,60.44481436635548,1,0.0
1,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,35,64.04242663602034,1,0.0
1,0,1,495000.0,3.0,1.0,4.0,5.0,3,0,55,28.093683028181978,0,0.643408587040519
0,0,0,90000.0,3.0,1.0,0.0,0.0,1,0,7,25.073769532413074,0,4.561356195785126
1,1,0,216000.0,3.0,3.0,3.0,5.0,2,0,53,41.81882024875271,0,3.896044337696419
0,1,0,90000.0,3.0,1.0,4.0,5.0,2,0,52,51.95182101742063,0,2.0561695696486373
1,0,0,157500.0,2.0,1.0,4.0,5.0,2,0,36,31.360008323242997,0,4.39160584516167
1,1,0,135000.0,1.0,1.0,2.0,5.0,1,0,53,62.94726308361094,1,0.0
0,1,0,90000.0,1.0,1.0,4.0,5.0,2,0,2,59.971156129938414,1,0.0
0,1,0,211500.0,1.0,1.0,4.0,5.0,2,0,16,60.505048361738,1,0.0
0,1,0,99000.0,1.0,1.0,4.0,5.0,2,0,41,67.74134153428307,1,0.0
1,0,0,270000.0,2.0,3.0,4.0,5.0,2,0,57,35.94326779007631,0,3.811169162384691
0,1,0,157500.0,2.0,3.0,3.0,5.0,2,0,22,48.734778082218035,0,2.9733690447915047
0,1,0,202500.0,2.0,3.0,4.0,0.0,2,0,48,52.24477726769014,0,1.0321916481458537
0,1,1,202500.0,3.0,1.0,1.0,5.0,2,0,56,38.210256343563756,0,14.8641073150765
1,1,0,405000.0,2.0,3.0,3.0,5.0,2,0,20,54.0353696758795,0,0.5338922317995796
1,0,0,180000.0,2.0,3.0,4.0,5.0,2,0,45,51.74100203358182,0,3.619515540713047
1,1,1,225000.0,2.0,3.0,4.0,5.0,3,1,48,46.54992679516129,0,2.1985408314618584
1,1,0,135000.0,2.0,1.0,3.0,5.0,2,0,45,41.59157381162776,0,4.785864724029052
0,0,0,112500.0,3.0,1.0,4.0,5.0,2,0,21,46.161143734055955,0,1.9466532144076978
1,1,0,180000.0,2.0,1.0,4.0,5.0,2,0,1,61.27166284842457,0,8.701074423892635
0,0,1,216000.0,3.0,1.0,4.0,5.0,3,0,2,35.13558467017438,0,11.282922498697781
1,1,1,247500.0,4.0,3.0,4.0,5.0,3,0,16,35.3354520184891,0,12.534146857325513
1,1,0,292500.0,3.0,2.0,4.0,5.0,2,0,51,39.66408595938723,0,6.948812740037605
0,1,1,135000.0,4.0,1.0,1.0,5.0,2,0,12,31.43119395414961,0,4.618852282286619
0,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,38,46.60468497278176,0,28.36747391628433
0,1,0,540000.0,2.0,1.0,4.0,5.0,2,1,41,51.92170401972937,0,3.9480646064358655
0,0,1,112500.0,3.0,1.0,4.0,5.0,3,0,60,38.03503017517826,0,5.281426231494303
0,1,0,135000.0,2.0,1.0,2.0,5.0,1,0,6,53.82455069204069,0,6.113750531325442
0,1,0,112500.0,4.0,1.0,4.0,5.0,2,0,15,54.782818800398914,0,17.862117539797215
1,0,0,315000.0,2.0,1.0,3.0,5.0,2,0,29,54.213333753146024,0,2.948727864862293
1,1,1,220500.0,2.0,1.0,4.0,5.0,3,0,8,39.614803599528805,0,0.366879790057147
1,1,0,180000.0,4.0,3.0,4.0,5.0,2,0,16,40.11857883363712,0,6.2807629730678745
0,1,0,292500.0,2.0,1.0,0.0,5.0,1,0,53,53.98608731602108,0,2.5325657149467236
1,1,0,90000.0,2.0,1.0,4.0,5.0,2,0,6,47.108460206890086,0,4.451839840544187
0,1,1,121500.0,3.0,1.0,4.0,5.0,3,0,35,47.35760991506322,0,9.533398723723774
0,1,1,144000.0,3.0,1.0,4.0,5.0,3,0,4,37.67636411176418,0,7.619600415888359
1,1,0,405000.0,3.0,3.0,4.0,5.0,2,0,23,55.94643007483389,0,7.367712798834198
0,1,0,49500.0,3.0,1.0,0.0,5.0,1,0,16,33.09310464493086,0,9.533398723723774
0,1,2,180000.0,3.0,1.0,3.0,5.0,4,0,49,38.57987404250193,0,2.699578156689156
0,0,1,135000.0,3.0,1.0,0.0,5.0,2,0,16,38.97413292136931,0,3.255373659536924
1,1,0,450000.0,4.0,3.0,4.0,5.0,2,0,21,54.038107584760525,0,14.672453693404856
0,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,46,49.77244554812594,0,7.592221327078124
0,1,0,180000.0,2.0,1.0,0.0,5.0,1,0,32,51.86968375098992,0,4.591473193476384
0,1,0,360000.0,1.0,3.0,4.0,5.0,2,0,38,62.9308356303248,1,0.0
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,34,58.49542324306676,1,0.0
0,1,0,189000.0,3.0,1.0,1.0,5.0,1,0,41,46.914068676337415,0,0.2546255259351841
0,1,2,85500.0,3.0,3.0,4.0,5.0,4,0,48,33.29297199324558,0,1.253962267508756
0,0,1,90000.0,1.0,1.0,4.0,5.0,3,1,55,50.12837370265899,1,0.0
0,1,0,225000.0,2.0,3.0,4.0,5.0,2,0,13,26.968402478081327,0,0.6735255847317773
0,1,0,99000.0,1.0,1.0,4.0,5.0,2,0,38,62.0328015173491,1,0.0
0,1,2,184500.0,3.0,1.0,4.0,5.0,4,1,16,27.138152828704783,0,4.673610459907089
1,0,1,225000.0,3.0,1.0,3.0,5.0,3,0,19,44.28020033279282,0,7.835895217489214
1,1,1,225000.0,3.0,1.0,4.0,5.0,3,0,7,47.63413871204659,0,1.253962267508756
0,1,0,157500.0,2.0,3.0,4.0,3.0,2,1,35,32.682418312777344,0,5.1719098762533635
0,1,2,135000.0,3.0,1.0,1.0,5.0,3,1,15,40.72365669634332,0,6.590146676623529
1,1,1,157500.0,2.0,1.0,4.0,5.0,3,0,28,24.821881915358915,0,6.590146676623529
0,1,0,90000.0,3.0,1.0,4.0,5.0,2,0,52,39.91597357644139,0,0.5065131429893447
